#,ST,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
1269,Nevada,Bachelor,"$5,700.76","$26,811.00",$72.00,1/0/00,Personal Auto,Two-Door Car,$465.76
1270,Oregon,High School or Below,"$3,498.63","$41,711.00",$90.00,1/0/00,Personal Auto,Four-Door Car,$351.29
1271,Arizona,College,"$5,768.09","$35,091.00",$74.00,1/0/00,Corporate Auto,Two-Door Car,$418.93
1272,Arizona,Bachelor,"$6,361.95",$0.00,$87.00,1/0/00,Corporate Auto,Four-Door Car,$417.60
1273,Oregon,High School or Below,"$6,503.40","$22,081.00",$84.00,1/0/00,Personal Auto,Two-Door Car,$451.67
1274,Washington,High School or Below,"$4,935.19","$29,560.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$297.60
1275,Oregon,College,"$5,785.22","$31,320.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$293.87
1276,Oregon,High School or Below,"$5,619.69",$0.00,$153.00,1/0/00,Personal Auto,SUV,"$1,027.00"
1277,Oregon,Doctor,"$2,599.29","$33,947.00",$66.00,1/1/00,Personal Auto,Four-Door Car,$192.21
1278,California,High School or Below,"$6,732.97",$0.00,$62.00,1/0/00,Personal Auto,Two-Door Car,$446.40
1279,California,College,"$18,321.87","$21,189.00",$66.00,1/0/00,Personal Auto,Two-Door Car,$316.80
1280,Washington,Bachelor,"$2,300.69","$25,905.00",$63.00,1/0/00,Personal Auto,Four-Door Car,$302.40
1281,Oregon,High School or Below,"$4,002.86",$0.00,$114.00,1/0/00,Personal Auto,SUV,$820.80
1282,Oregon,Bachelor,"$8,621.00","$44,988.00",$108.00,1/0/00,Corporate Auto,Two-Door Car,$518.40
1283,Oregon,College,"$10,388.99","$33,432.00",$90.00,1/0/00,Corporate Auto,Two-Door Car,$161.42
1284,Oregon,Bachelor,"$8,427.17","$46,503.00",$215.00,1/1/00,Personal Auto,Luxury SUV,"$1,032.00"
1285,California,Bachelor,"$7,007.27",$0.00,$101.00,1/0/00,Corporate Auto,SUV,$973.79
1286,Oregon,Master,"$5,176.58","$23,636.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$81.45
1287,Oregon,College,"$5,389.50","$66,429.00",$136.00,1/0/00,Personal Auto,Sports Car,$57.71
1288,Washington,College,"$4,700.01","$11,417.00",$63.00,1/0/00,Personal Auto,Two-Door Car,$302.40
1289,Oregon,Bachelor,"$4,434.94","$58,082.00",$112.00,1/1/00,Personal Auto,SUV,$103.02
1290,Arizona,Bachelor,"$14,010.53","$36,523.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$101.35
1291,Nevada,Bachelor,"$12,350.06","$54,710.00",$103.00,1/0/00,Personal Auto,Two-Door Car,$294.06
1292,California,High School or Below,"$8,161.58","$73,466.00",$102.00,1/1/00,Personal Auto,SUV,$204.74
1293,Oregon,Bachelor,"$11,009.13","$51,643.00",$283.00,1/0/00,Corporate Auto,Luxury Car,"$1,358.40"
1294,Arizona,College,"$8,717.05","$83,846.00",$74.00,1/3/00,Personal Auto,Four-Door Car,$355.20
1295,Oregon,High School or Below,"$5,917.47",$0.00,$169.00,1/0/00,Personal Auto,SUV,"$1,207.08"
1296,California,Bachelor,"$2,503.66","$53,338.00",$63.00,1/1/00,Personal Auto,Four-Door Car,$35.45
1297,Washington,Bachelor,"$5,018.89","$54,500.00",$63.00,1/0/00,Corporate Auto,Two-Door Car,$302.40
1298,Oregon,College,"$4,330.39","$60,475.00",$107.00,1/0/00,Personal Auto,Four-Door Car,$513.60
1299,California,College,"$10,487.74","$30,658.00",$89.00,1/0/00,Personal Auto,Four-Door Car,$441.76
1300,Arizona,Bachelor,"$3,567.50",$0.00,$102.00,1/0/00,Corporate Auto,SUV,$660.43
1301,Oregon,Bachelor,"$19,896.42","$60,420.00",$248.00,1/0/00,Personal Auto,Luxury SUV,$632.94
1302,Oregon,Bachelor,"$21,423.64",$0.00,$65.00,1/0/00,Personal Auto,Two-Door Car,$312.00
1303,Washington,College,"$6,948.33","$40,598.00",$91.00,1/0/00,Personal Auto,Four-Door Car,$302.79
1304,California,Doctor,"$3,515.83","$15,144.00",$90.00,1/0/00,Personal Auto,Four-Door Car,$372.65
1305,California,Bachelor,"$12,036.62","$44,428.00",$104.00,1/0/00,Personal Auto,SUV,$499.20
1306,California,College,"$3,609.80","$58,297.00",$97.00,1/5/00,Special Auto,Four-Door Car,$647.04
1307,Oregon,Bachelor,"$17,732.46","$42,191.00",$74.00,1/1/00,Special Auto,Two-Door Car,$68.65
1308,Nevada,Master,"$8,509.85","$26,057.00",$74.00,1/0/00,Personal Auto,Four-Door Car,$523.89
1309,Arizona,Bachelor,"$5,866.42","$26,608.00",$73.00,1/0/00,Personal Auto,Two-Door Car,$234.23
1310,California,Doctor,"$4,825.50",$0.00,$63.00,1/0/00,Personal Auto,Four-Door Car,$272.84
1311,California,College,"$5,389.50","$66,429.00",$136.00,1/0/00,Personal Auto,Sports Car,$57.71
1312,California,Bachelor,"$7,778.01","$25,970.00",$72.00,1/3/00,Personal Auto,Four-Door Car,$430.82
1313,Oregon,High School or Below,"$26,346.09","$48,268.00",$223.00,1/0/00,Personal Auto,Luxury SUV,"$1,605.60"
1314,California,High School or Below,"$14,866.45","$24,279.00",$126.00,1/0/00,Personal Auto,Sports Car,$604.80
1315,Arizona,High School or Below,"$8,324.23",$0.00,$121.00,1/0/00,Corporate Auto,Sports Car,$871.20
1316,Oregon,High School or Below,"$9,238.31",$0.00,$128.00,1/0/00,Personal Auto,SUV,$921.60
1317,Nevada,High School or Below,"$22,693.29","$71,879.00",$64.00,1/0/00,Corporate Auto,Two-Door Car,$9.16
1318,Arizona,Doctor,"$6,236.02","$57,760.00",$78.00,1/0/00,Special Auto,Four-Door Car,$223.95
1319,California,College,"$5,012.18","$20,976.00",$129.00,1/1/00,Personal Auto,Sports Car,$735.68
1320,Washington,College,"$15,695.54","$97,750.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$303.00
1321,Washington,College,"$8,214.60","$73,245.00",$68.00,1/0/00,Personal Auto,Four-Door Car,$305.12
1322,California,College,"$3,118.98","$23,008.00",$79.00,1/1/00,Personal Auto,Four-Door Car,$80.66
1323,Washington,High School or Below,"$2,764.03","$33,837.00",$72.00,1/4/00,Corporate Auto,Two-Door Car,$305.58
1324,Arizona,High School or Below,"$6,883.69","$84,869.00",$85.00,1/0/00,Corporate Auto,Four-Door Car,$408.00
1325,Oregon,College,"$2,215.91",$0.00,$66.00,1/0/00,Corporate Auto,Two-Door Car,$316.80
1326,Washington,Bachelor,"$4,854.75","$29,834.00","$6,464.00",1/0/00,Personal Auto,Four-Door Car,$307.20
1327,Arizona,High School or Below,"$21,522.95","$44,695.00",$79.00,1/2/00,Personal Auto,Two-Door Car,$81.17
1328,Oregon,High School or Below,"$2,761.69",$0.00,$77.00,1/0/00,Personal Auto,Four-Door Car,$554.40
1329,Oregon,High School or Below,"$22,563.62","$23,046.00",$65.00,1/3/00,Personal Auto,Two-Door Car,$1.69
1330,Oregon,High School or Below,"$5,285.92",$0.00,$73.00,1/0/00,Personal Auto,Two-Door Car,$392.95
1331,Oregon,High School or Below,"$35,062.65","$84,811.00",$111.00,1/0/00,Personal Auto,SUV,$278.28
1332,Oregon,Bachelor,"$5,913.20",$0.00,$91.00,1/0/00,Corporate Auto,Four-Door Car,$436.80
1333,California,Master,"$2,593.40",$0.00,$69.00,1/0/00,Personal Auto,Two-Door Car,$331.20
1334,Arizona,High School or Below,"$12,692.67","$40,117.00",$108.00,1/0/00,Personal Auto,Two-Door Car,$750.08
1335,Oregon,Bachelor,"$3,309.12","$72,140.00",$87.00,1/2/00,Personal Auto,Four-Door Car,$417.60
1336,Washington,Master,"$5,181.62","$97,131.00","$6,464.00",1/0/00,Personal Auto,Four-Door Car,$307.20
1337,California,College,"$2,413.93","$12,495.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$312.00
1338,California,High School or Below,"$2,161.69",$0.00,$67.00,1/2/00,Corporate Auto,Two-Door Car,$482.40
1339,Oregon,Bachelor,"$5,527.99",$0.00,$72.00,1/0/00,Personal Auto,Four-Door Car,$345.60
1340,Arizona,Doctor,"$10,629.22","$36,495.00",$133.00,1/1/00,Corporate Auto,SUV,$229.93
1341,Nevada,Bachelor,"$11,820.11","$86,801.00",$98.00,1/0/00,Personal Auto,Four-Door Car,$371.11
1342,California,College,"$4,964.63","$52,679.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$118.00
1343,California,Master,"$9,122.93","$90,804.00",$113.00,1/0/00,Personal Auto,Sports Car,$434.10
1344,Washington,Master,"$5,181.62","$97,131.00","$6,464.00",1/0/00,Personal Auto,Four-Door Car,$307.20
1345,Oregon,College,"$3,460.67","$14,262.00",$90.00,1/0/00,Personal Auto,Four-Door Car,$290.43
1346,Oregon,Bachelor,"$2,872.98","$36,844.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$283.97
1347,Arizona,College,"$9,927.88","$58,703.00",$127.00,1/2/00,Personal Auto,SUV,$227.92
1348,Nevada,High School or Below,"$3,482.69","$65,162.00",$86.00,1/0/00,Personal Auto,Four-Door Car,$134.43
1349,Oregon,College,"$3,991.73","$54,964.00",$99.00,1/0/00,Personal Auto,Four-Door Car,$525.52
1350,Oregon,Bachelor,"$5,510.11","$61,401.00",$69.00,1/0/00,Personal Auto,Four-Door Car,$144.44
1351,Oregon,High School or Below,"$3,600.93","$25,147.00",$101.00,1/0/00,Corporate Auto,SUV,$694.60
1352,Oregon,Master,"$5,419.46","$73,536.00",$67.00,1/0/00,Personal Auto,Two-Door Car,$172.52
1353,Oregon,High School or Below,"$5,810.63","$24,860.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$350.40
1354,California,Bachelor,"$3,942.73","$65,404.00",$99.00,1/0/00,Personal Auto,Four-Door Car,$300.70
1355,Oregon,High School or Below,"$3,126.27","$34,510.00",$81.00,1/0/00,Personal Auto,Four-Door Car,$388.80
1356,California,Bachelor,"$3,530.01",$0.00,$108.00,1/0/00,Corporate Auto,Two-Door Car,$777.60
1357,Washington,College,"$10,990.59","$44,552.00",$137.00,1/0/00,Personal Auto,SUV,$311.10
1358,Arizona,High School or Below,"$4,772.94","$20,993.00",$133.00,1/0/00,Personal Auto,SUV,$638.40
1359,Oregon,Bachelor,"$2,202.34",$0.00,$61.00,1/1/00,Personal Auto,Two-Door Car,$292.80
1360,Washington,High School or Below,"$2,459.17","$21,190.00",$65.00,1/2/00,Personal Auto,Four-Door Car,$312.00
1361,Arizona,College,"$10,373.89","$62,587.00",$86.00,1/0/00,Personal Auto,Four-Door Car,$412.80
1362,Washington,High School or Below,"$2,584.20","$22,562.00",$65.00,1/0/00,Personal Auto,Two-Door Car,$312.00
1363,California,High School or Below,"$4,307.42","$73,345.00",$107.00,1/0/00,Personal Auto,SUV,$513.60
1364,Oregon,High School or Below,"$3,040.25",$0.00,$83.00,1/0/00,Personal Auto,Four-Door Car,$989.11
1365,California,Master,"$19,160.99","$22,705.00",$239.00,1/0/00,Personal Auto,Luxury SUV,"$1,294.70"
1366,Washington,Bachelor,"$8,176.58","$67,137.00",$111.00,1/5/00,Personal Auto,SUV,$314.88
1367,Oregon,Bachelor,"$5,285.31","$22,627.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$321.60
1368,California,Master,"$8,024.99","$38,702.00",$101.00,1/3/00,Personal Auto,SUV,$253.36
1369,California,Bachelor,"$2,810.46","$26,790.00",$71.00,1/0/00,Personal Auto,Two-Door Car,$340.80
1370,Arizona,Bachelor,"$7,739.55","$64,859.00",$96.00,1/0/00,Personal Auto,Four-Door Car,$266.95
1371,Washington,Bachelor,"$4,109.79","$86,657.00",$103.00,1/0/00,Personal Auto,Sports Car,$316.23
1372,Nevada,High School or Below,"$3,275.16","$69,263.00",$81.00,1/2/00,Personal Auto,Two-Door Car,$494.85
1373,Oregon,Bachelor,"$2,652.70","$82,655.00",$66.00,1/0/00,Personal Auto,Two-Door Car,$316.80
1374,California,High School or Below,"$5,048.23","$29,401.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$312.00
1375,Washington,Bachelor,"$3,362.41","$22,853.00",$87.00,1/0/00,Personal Auto,Four-Door Car,$316.36
1376,Arizona,College,"$4,858.43","$26,480.00",$63.00,1/0/00,Personal Auto,Two-Door Car,$378.70
1377,Oregon,High School or Below,"$2,144.92",$0.00,$61.00,1/1/00,Personal Auto,Four-Door Car,$292.80
1378,California,Bachelor,"$6,042.62",$0.00,$83.00,1/0/00,Personal Auto,Two-Door Car,$904.39
1379,Oregon,High School or Below,"$3,387.20","$73,268.00",$84.00,1/0/00,Personal Auto,Four-Door Car,$93.62
1380,Oregon,Doctor,"$10,864.27","$95,579.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$308.63
1381,Oregon,Master,"$8,842.65","$42,142.00",$112.00,1/0/00,Personal Auto,Sports Car,$396.18
1382,Washington,College,"$2,616.61","$72,302.00",$66.00,1/0/00,Special Auto,Two-Door Car,$316.80
1383,California,Bachelor,"$30,763.26","$41,279.00",$115.00,1/0/00,Personal Auto,Sports Car,$251.43
1384,Washington,Master,"$5,200.23","$23,401.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$316.80
1385,Nevada,Bachelor,"$8,591.31",$0.00,$128.00,1/0/00,Corporate Auto,SUV,"$1,448.99"
1386,Arizona,College,"$2,646.57","$23,170.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$340.80
1387,Oregon,Bachelor,"$4,607.24","$17,343.00",$63.00,1/0/00,Corporate Auto,Two-Door Car,$208.66
1388,Oregon,College,"$4,860.62","$25,854.00",$68.00,1/0/00,Personal Auto,Four-Door Car,$396.28
1389,Oregon,College,"$2,580.85","$46,900.00",$66.00,1/0/00,Corporate Auto,Four-Door Car,$316.80
1390,Washington,College,"$5,291.40","$57,338.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$316.80
1391,California,High School or Below,"$8,405.75","$85,355.00",$71.00,1/2/00,Personal Auto,Two-Door Car,$458.57
1392,Arizona,College,"$3,096.51","$21,604.00",$79.00,1/0/00,Personal Auto,Four-Door Car,$379.20
1393,Arizona,High School or Below,"$29,412.29",$0.00,$107.00,1/0/00,Personal Auto,SUV,$513.60
1394,California,College,"$17,497.52",$0.00,$73.00,1/0/00,Personal Auto,Two-Door Car,$350.40
1395,Nevada,High School or Below,"$3,218.61","$68,776.00",$80.00,1/0/00,Personal Auto,Four-Door Car,$87.86
1396,Oregon,High School or Below,"$23,207.27","$45,039.00",$96.00,1/0/00,Personal Auto,Four-Door Car,$192.14
1397,Washington,College,"$6,921.97","$16,483.00",$90.00,1/0/00,Corporate Auto,Two-Door Car,$320.52
1398,Nevada,High School or Below,"$13,918.53","$64,113.00",$117.00,1/0/00,Special Auto,Four-Door Car,$561.60
1399,Arizona,High School or Below,"$8,966.31","$41,829.00",$76.00,1/0/00,Personal Auto,Two-Door Car,$416.37
1400,California,Master,"$11,981.98","$21,514.00",$62.00,1/0/00,Personal Auto,Two-Door Car,$257.25
1401,Nevada,Master,"$5,532.63","$27,722.00",$69.00,1/0/00,Personal Auto,Four-Door Car,$331.20
1402,Nevada,College,"$11,660.57","$21,506.00",$151.00,1/0/00,Personal Auto,Sports Car,$826.66
1403,Oregon,High School or Below,"$2,886.45","$10,312.00",$78.00,1/0/00,Personal Auto,Four-Door Car,$486.28
1404,Arizona,Bachelor,"$12,741.85","$73,054.00",$106.00,1/1/00,Personal Auto,SUV,$419.37
1405,Oregon,Bachelor,"$5,398.10","$73,775.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$321.60
1406,California,High School or Below,"$7,285.03","$44,788.00",$61.00,1/0/00,Corporate Auto,Four-Door Car,$386.03
1407,Nevada,High School or Below,"$17,651.96","$22,510.00",$95.00,1/0/00,Personal Auto,Four-Door Car,$456.00
1408,Arizona,Master,"$17,029.89","$54,613.00",$213.00,1/0/00,Personal Auto,Luxury SUV,$731.56
1409,Arizona,High School or Below,"$2,491.26","$25,965.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$329.21
1410,Oregon,College,"$4,039.32","$34,911.00",$105.00,1/1/00,Personal Auto,SUV,$126.78
1411,Oregon,Bachelor,"$2,619.34","$78,618.00",$66.00,1/0/00,Special Auto,Two-Door Car,$225.58
1412,Oregon,High School or Below,"$5,049.69","$61,080.00",$66.00,1/2/00,Personal Auto,Four-Door Car,$294.28
1413,Oregon,Master,"$4,983.46","$60,415.00",$62.00,1/0/00,Personal Auto,Two-Door Car,$72.67
1414,California,Master,"$2,530.64","$25,143.00",$66.00,1/0/00,Corporate Auto,Four-Door Car,$8.74
1415,California,College,"$7,396.72","$41,045.00",$64.00,1/1/00,Personal Auto,Four-Door Car,$394.58
1416,California,College,"$3,832.90","$97,729.00",$95.00,1/0/00,Personal Auto,Four-Door Car,$97.18
1417,Arizona,High School or Below,"$4,961.41","$55,702.00",$61.00,1/0/00,Personal Auto,Four-Door Car,$151.13
1418,California,College,"$3,861.49","$93,272.00",$95.00,1/0/00,Personal Auto,Four-Door Car,$281.11
1419,California,Bachelor,"$22,658.54","$23,665.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$404.82
1420,Oregon,High School or Below,"$10,408.97","$20,228.00",$101.00,1/1/00,Personal Auto,SUV,$523.82
1421,Nevada,College,"$4,834.71","$38,713.00",$66.00,1/4/00,Personal Auto,Four-Door Car,$316.80
1422,Arizona,Bachelor,"$8,257.67","$23,815.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$424.33
1423,Nevada,High School or Below,"$3,052.63",$0.00,$93.00,1/3/00,Personal Auto,Four-Door Car,$446.40
1424,California,High School or Below,"$4,012.32","$47,221.00",$99.00,1/0/00,Personal Auto,Two-Door Car,$475.20
1425,Oregon,Bachelor,"$13,355.49","$34,495.00",$113.00,1/0/00,Personal Auto,SUV,$389.67
1426,Oregon,College,"$2,364.43","$46,264.00",$62.00,1/0/00,Corporate Auto,Four-Door Car,$199.37
1427,Nevada,College,"$2,489.34","$46,051.00",$63.00,1/0/00,Personal Auto,Two-Door Car,$302.40
1428,Nevada,Bachelor,"$4,755.72","$23,975.00",$128.00,1/0/00,Corporate Auto,SUV,$614.40
1429,California,College,"$13,864.39",$0.00,$74.00,1/4/00,Personal Auto,Four-Door Car,$580.89
1430,Arizona,College,"$3,020.42","$78,561.00",$74.00,1/0/00,Personal Auto,Two-Door Car,$355.20
1431,California,High School or Below,"$6,285.31",$0.00,$90.00,1/0/00,Personal Auto,Two-Door Car,$432.00
1432,California,High School or Below,"$2,506.02","$61,402.00",$63.00,1/2/00,Special Auto,Four-Door Car,$302.40
1433,Arizona,Bachelor,"$2,826.31","$65,090.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$74.00
1434,Nevada,Master,"$4,369.72","$88,495.00",$108.00,1/0/00,Personal Auto,Two-Door Car,$535.93
1435,Nevada,Bachelor,"$12,174.59","$52,797.00",$104.00,1/1/00,Personal Auto,Sports Car,$88.17
1436,Nevada,Doctor,"$3,528.04","$31,278.00",$92.00,1/4/00,Personal Auto,Two-Door Car,$441.60
1437,California,Bachelor,"$10,436.57","$24,177.00",$92.00,1/1/00,Personal Auto,Four-Door Car,$441.60
1438,Oregon,High School or Below,"$2,746.12","$96,339.00",$68.00,1/0/00,Corporate Auto,Four-Door Car,$293.21
1439,California,Bachelor,"$9,175.17","$68,164.00",$119.00,1/2/00,Personal Auto,Four-Door Car,$222.58
1440,Washington,Doctor,"$2,727.52","$74,592.00",$67.00,1/0/00,Personal Auto,Two-Door Car,$321.60
1441,Oregon,College,"$9,449.75",$0.00,$63.00,1/0/00,Special Auto,Four-Door Car,$117.74
1442,California,College,"$4,568.82",$0.00,$70.00,1/1/00,Personal Auto,Two-Door Car,$524.84
1443,Oregon,Master,"$2,574.02","$34,990.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$42.69
1444,Arizona,Master,"$8,789.88","$22,849.00",$109.00,1/0/00,Personal Auto,Sports Car,$523.20
1445,Arizona,Doctor,"$2,507.41","$32,893.00",$63.00,1/0/00,Personal Auto,Four-Door Car,$174.09
1446,Oregon,College,"$2,522.41",$0.00,$73.00,1/0/00,Corporate Auto,Two-Door Car,$350.40
1447,Nevada,College,"$7,542.71",$0.00,$111.00,1/0/00,Personal Auto,SUV,"$1,186.97"
1448,Oregon,High School or Below,"$6,005.21","$26,876.00",$76.00,1/0/00,Corporate Auto,Four-Door Car,$364.80
1449,Nevada,Bachelor,"$20,998.26","$71,663.00",$74.00,1/0/00,Corporate Auto,Four-Door Car,$84.49
1450,California,College,"$2,345.08",$0.00,$69.00,1/0/00,Personal Auto,Four-Door Car,$331.20
1451,California,High School or Below,"$8,783.17","$16,994.00",$112.00,1/0/00,Personal Auto,SUV,$806.40
1452,Oregon,Bachelor,"$4,529.97","$64,270.00",$117.00,1/0/00,Personal Auto,Sports Car,$46.10
1453,Nevada,High School or Below,"$6,033.22",$0.00,$83.00,1/0/00,Corporate Auto,Four-Door Car,$597.60
1454,Oregon,Doctor,"$5,308.25",$0.00,$145.00,1/0/00,Personal Auto,SUV,$358.77
1455,California,College,"$2,674.73","$56,342.00",$69.00,1/0/00,Personal Auto,Four-Door Car,$331.20
1456,California,High School or Below,"$4,929.81",$0.00,$70.00,1/0/00,Personal Auto,Four-Door Car,$837.44
1457,California,High School or Below,"$14,131.12","$28,327.00",$185.00,1/0/00,Personal Auto,Luxury Car,$888.00
1458,Oregon,High School or Below,"$2,471.53","$95,697.00",$61.00,1/0/00,Personal Auto,Two-Door Car,$114.27
1459,Arizona,High School or Below,"$6,005.21","$26,876.00",$76.00,1/0/00,Personal Auto,Four-Door Car,$364.80
1460,Washington,College,"$4,386.28","$10,621.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$321.60
1461,Nevada,Bachelor,"$19,116.57",$0.00,$61.00,1/0/00,Personal Auto,Two-Door Car,$657.81
1462,California,College,"$6,631.67","$32,918.00",$84.00,1/0/00,Personal Auto,Four-Door Car,$403.20
1463,Oregon,High School or Below,"$7,432.30",$0.00,$71.00,1/0/00,Personal Auto,Four-Door Car,$447.33
1464,Nevada,High School or Below,"$2,928.12","$63,127.00",$74.00,1/1/00,Personal Auto,Two-Door Car,$174.29
1465,California,College,"$46,611.87","$22,022.00",$136.00,1/0/00,Personal Auto,SUV,$979.20
1466,Oregon,High School or Below,"$16,515.01","$51,725.00",$138.00,1/1/00,Personal Auto,SUV,$159.00
1467,Washington,College,"$4,386.28","$10,621.00",$67.00,1/0/00,Special Auto,Four-Door Car,$321.60
1468,Oregon,College,"$10,213.56","$39,719.00",$131.00,1/0/00,Personal Auto,Sports Car,$628.80
1469,Nevada,College,"$10,049.29","$58,194.00",$84.00,1/0/00,Personal Auto,Four-Door Car,$451.00
1470,Oregon,College,"$5,746.15","$61,990.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$48.88
1471,Oregon,College,"$3,746.75","$41,479.00",$94.00,1/1/00,Personal Auto,Two-Door Car,$19.58
1472,Oregon,Bachelor,"$7,486.07","$97,899.00",$95.00,1/3/00,Personal Auto,Four-Door Car,$3.77
1473,Nevada,College,"$9,120.07","$63,878.00",$113.00,1/0/00,Personal Auto,SUV,$370.29
1474,Oregon,High School or Below,"$5,678.05","$68,671.00",$70.00,1/0/00,Special Auto,Two-Door Car,$8.08
1475,Nevada,Bachelor,"$7,517.08",$0.00,$102.00,1/0/00,Personal Auto,SUV,"$1,179.00"
1476,Oregon,College,"$4,530.53","$34,640.00",$117.00,1/2/00,Personal Auto,Sports Car,$466.32
1477,California,Bachelor,"$2,691.38","$21,959.00",$71.00,1/0/00,Corporate Auto,Four-Door Car,$340.80
1478,Arizona,Bachelor,"$8,068.62","$51,584.00",$69.00,1/2/00,Corporate Auto,Two-Door Car,$368.92
